file_name,folder,class_id,class
XC115082 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC115085 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC145686 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC164486 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC171118 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC176295 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC178593 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC189513 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC189613 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC192674 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC203744 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC217865 - Brown Tinamou - Crypturellus obsoletus obsoletus (ssp assumed from location).mp3,1,1,Brown_Tinamou
XC217866 - Brown Tinamou - Crypturellus obsoletus obsoletus (ssp assumed from location).mp3,1,1,Brown_Tinamou
XC221855 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC221856 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC221857 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC221858 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC221859 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC288347 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC329092 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC332201 - Brown Tinamou - Crypturellus obsoletus obsoletus (ssp assumed from location).mp3,1,1,Brown_Tinamou
XC332732 - Brown Tinamou - Crypturellus obsoletus obsoletus (ssp assumed from location).mp3,1,1,Brown_Tinamou
XC335296 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC337076 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC337077 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC344287 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC348637 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC348783 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC351069 - Brown Tinamou - Crypturellus obsoletus punensis.mp3,1,1,Brown_Tinamou
XC351071 - Brown Tinamou - Crypturellus obsoletus punensis.mp3,1,1,Brown_Tinamou
XC351477 - Brown Tinamou - Crypturellus obsoletus punensis.mp3,1,1,Brown_Tinamou
XC414872 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC414933 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC427265 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC465555 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC492558 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC494959 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC549350 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC549351 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC549354 - Brown Tinamou - Crypturellus obsoletus obsoletus.mp3,1,1,Brown_Tinamou
XC551776 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC61641 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC657841 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC698117 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC699403 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC707842 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC739149 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC830675 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC843468 - Brown Tinamou - Crypturellus obsoletus.mp3,1,1,Brown_Tinamou
XC913240 - Brown Tinamou - Crypturellus obsoletus obsoletus.wav,1,1,Brown_Tinamou
XC143922 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC217694 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC221816 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC221817 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC221818 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC221819 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC225380 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC238215 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC238216 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC257244 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC272431 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC272432 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC275912 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC297010 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC306288 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC310821 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC310825 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC329091 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC333322 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC333417 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC387680 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC391377 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC401264 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC411906 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC424163 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC441107 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC446610 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC450786 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC452850 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC453540 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC456284 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC463658 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC616210 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC639880 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC642569 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC649047 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC676249 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC683512 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC687236 - Cinereous Tinamou - Crypturellus cinereus.wav,2,2,Cinereous_Tinamou
XC694205 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC698654 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC743526 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC748492 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC755297 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC769668 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC781297 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC801655 - Cinereous Tinamou - Crypturellus cinereus.wav,2,2,Cinereous_Tinamou
XC821609 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC862952 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC906802 - Cinereous Tinamou - Crypturellus cinereus.mp3,2,2,Cinereous_Tinamou
XC107758 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC129750 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC131552 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC131553 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC17471 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC231235 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC231236 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC239088 - Great Tinamou - Tinamus major peruvianus.mp3,3,3,Great_Tinamou
XC239089 - Great Tinamou - Tinamus major latifrons.mp3,3,3,Great_Tinamou
XC257240 - Great Tinamou - Tinamus major peruvianus.mp3,3,3,Great_Tinamou
XC272385 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC274416 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC285207 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC342395 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC358477 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC363225 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC363937 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC371531 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC380710 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC387444 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC392986 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC403323 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC411236 - Great Tinamou - Tinamus major fuscipennis_.mp3,3,3,Great_Tinamou
XC441801 - Great Tinamou - Tinamus major ss fuscipennis.mp3,3,3,Great_Tinamou
XC441802 - Great Tinamou - Tinamus major ss fuscipennis.mp3,3,3,Great_Tinamou
XC449720 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC45159 - Great Tinamou - Tinamus major latifrons.mp3,3,3,Great_Tinamou
XC453865 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC456377 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC505769 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC539735 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC547147 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC556639 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC557617 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC564620 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC576436 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC608132 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC621784 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC639885 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC648856 - Great Tinamou - Tinamus major peruvianus.mp3,3,3,Great_Tinamou
XC673696 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC685672 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC686179 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC686892 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC80529 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC812876 - Great Tinamou - Tinamus major major.wav,3,3,Great_Tinamou
XC83256 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC85066 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC85067 - Great Tinamou - Tinamus major.mp3,3,3,Great_Tinamou
XC890988 - Great Tinamou - Tinamus major.wav,3,3,Great_Tinamou
